Tue Jun 30 16:25:35 2020       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 450.36.06    Driver Version: 450.36.06    CUDA Version: 11.0     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                               |                      |               MIG M. |
|===============================+======================+======================|
|   0  Quadro RTX 6000     On   | 00000000:1A:00.0 Off |                  Off |
| 33%   33C    P8    15W / 260W |      1MiB / 24220MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
|   1  Quadro RTX 6000     On   | 00000000:1B:00.0 Off |                  Off |
| 33%   35C    P8     4W / 260W |      1MiB / 24220MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
|   2  Quadro RTX 6000     On   | 00000000:60:00.0 Off |                  Off |
| 33%   38C    P8    10W / 260W |      1MiB / 24220MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
|   3  Quadro RTX 6000     On   | 00000000:61:00.0 Off |                  Off |
| 33%   48C    P2    86W / 260W |  11912MiB / 24220MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                                  |
|  GPU   GI   CI        PID   Type   Process name                  GPU Memory |
|        ID   ID                                                   Usage      |
|=============================================================================|
|    3   N/A  N/A     56463      C   python                          11623MiB |
+-----------------------------------------------------------------------------+
Running python script now
Beginning training for CCSRResNet model...
Using the following hyperparemters:
Data:                 /data/pacole2/DeepLesionPreprocessed/miniStudies/
Dataset:              DeepLesion
Upscale:              1
Learning rate:        0.0001
Number of epochs:     300
Prints per epoch:     10
Start decay:          250
Batch size:           32
Content loss:         mse
CLambda:              1.0
WLambda:              0.001
Check Sample:         True
Checkpoint directory: checkpoints/ccsrresnet_dl/mse/
Load:                 True
Prefix:               last
Cuda:                 2

GPU devices being used:  [0, 1]
Epoch [179 / 300]
===> Epoch [179 / 300]: Batch [105 / 1058]: Gradient Penalty: 0.0354, D Fake Loss: 94.1011, D Real Loss: 94.7175, Wasserstein Loss: -94.0709, Content Loss: 0.0002, PSNR: 37.89
===> Epoch [180 / 300]: Batch [735 / 1058]: Gradient Penalty: 0.0382, D Fake Loss: 94.3126, D Real Loss: 94.9269, Wasserstein Loss: -94.2811, Content Loss: 0.0002, PSNR: 37.87
===> Epoch [180 / 300]: Batch [840 / 1058]: Gradient Penalty: 0.0379, D Fake Loss: 94.3907, D Real Loss: 95.0028, Wasserstein Loss: -94.3663, Content Loss: 0.0002, PSNR: 37.88
===> Epoch [180 / 300]: Batch [945 / 1058]: Gradient Penalty: 0.0379, D Fake Loss: 94.3725, D Real Loss: 94.9839, Wasserstein Loss: -94.3464, Content Loss: 0.0002, PSNR: 37.89
===> Epoch [180 / 300]: Batch [1050 / 1058]: Gradient Penalty: 0.0377, D Fake Loss: 94.4512, D Real Loss: 95.0612, Wasserstein Loss: -94.4246, Content Loss: 0.0002, PSNR: 37.92
Epoch [180 / 300]: Gradient Penalty: 0.0376, D Fake Loss: 94.4423, D Real Loss: 95.0517, Wasserstein Loss: -94.4159, Content Loss: 0.0002, PSNR: 37.92
Epoch [181 / 300]
===> Epoch [181 / 300]: Batch [105 / 1058]: Gradient Penalty: 0.0378, D Fake Loss: 93.8569, D Real Loss: 94.4894, Wasserstein Loss: -93.8290, Content Loss: 0.0002, PSNR: 37.90
===> Epoch [181 / 300]: Batch [210 / 1058]: Gradient Penalty: 0.0380, D Fake Loss: 94.3832, D Real Loss: 95.0252, Wasserstein Loss: -94.3457, Content Loss: 0.0002, PSNR: 37.89
===> Epoch [181 / 300]: Batch [315 / 1058]: Gradient Penalty: 0.0391, D Fake Loss: 94.6818, D Real Loss: 95.3206, Wasserstein Loss: -94.6572, Content Loss: 0.0002, PSNR: 37.82
===> Epoch [181 / 300]: Batch [420 / 1058]: Gradient Penalty: 0.0387, D Fake Loss: 94.5440, D Real Loss: 95.1778, Wasserstein Loss: -94.5068, Content Loss: 0.0002, PSNR: 37.78
===> Epoch [181 / 300]: Batch [525 / 1058]: Gradient Penalty: 0.0377, D Fake Loss: 94.3107, D Real Loss: 94.9340, Wasserstein Loss: -94.2820, Content Loss: 0.0002, PSNR: 37.88
===> Epoch [181 / 300]: Batch [630 / 1058]: Gradient Penalty: 0.0374, D Fake Loss: 94.2807, D Real Loss: 94.9006, Wasserstein Loss: -94.2559, Content Loss: 0.0002, PSNR: 37.90
===> Epoch [181 / 300]: Batch [735 / 1058]: Gradient Penalty: 0.0374, D Fake Loss: 94.2641, D Real Loss: 94.8854, Wasserstein Loss: -94.2376, Content Loss: 0.0002, PSNR: 37.88
===> Epoch [181 / 300]: Batch [840 / 1058]: Gradient Penalty: 0.0374, D Fake Loss: 94.2402, D Real Loss: 94.8609, Wasserstein Loss: -94.2178, Content Loss: 0.0002, PSNR: 37.88
===> Epoch [181 / 300]: Batch [945 / 1058]: Gradient Penalty: 0.0375, D Fake Loss: 94.1507, D Real Loss: 94.7712, Wasserstein Loss: -94.1270, Content Loss: 0.0002, PSNR: 37.85
===> Epoch [181 / 300]: Batch [1050 / 1058]: Gradient Penalty: 0.0376, D Fake Loss: 94.1316, D Real Loss: 94.7484, Wasserstein Loss: -94.1067, Content Loss: 0.0002, PSNR: 37.84
Epoch [181 / 300]: Gradient Penalty: 0.0377, D Fake Loss: 94.1324, D Real Loss: 94.7497, Wasserstein Loss: -94.1079, Content Loss: 0.0002, PSNR: 37.84
Epoch [182 / 300]
===> Epoch [182 / 300]: Batch [105 / 1058]: Gradient Penalty: 0.0413, D Fake Loss: 94.0366, D Real Loss: 94.6655, Wasserstein Loss: -94.0629, Content Loss: 0.0002, PSNR: 37.74
===> Epoch [182 / 300]: Batch [210 / 1058]: Gradient Penalty: 0.0404, D Fake Loss: 94.0152, D Real Loss: 94.6466, Wasserstein Loss: -93.9788, Content Loss: 0.0002, PSNR: 37.69
===> Epoch [182 / 300]: Batch [315 / 1058]: Gradient Penalty: 0.0410, D Fake Loss: 94.5209, D Real Loss: 95.1521, Wasserstein Loss: -94.4888, Content Loss: 0.0002, PSNR: 37.53
===> Epoch [182 / 300]: Batch [420 / 1058]: Gradient Penalty: 0.0412, D Fake Loss: 94.2774, D Real Loss: 94.9118, Wasserstein Loss: -94.2565, Content Loss: 0.0002, PSNR: 37.53
===> Epoch [182 / 300]: Batch [525 / 1058]: Gradient Penalty: 0.0406, D Fake Loss: 94.7980, D Real Loss: 95.4313, Wasserstein Loss: -94.7697, Content Loss: 0.0002, PSNR: 37.58
===> Epoch [182 / 300]: Batch [630 / 1058]: Gradient Penalty: 0.0407, D Fake Loss: 94.6810, D Real Loss: 95.3163, Wasserstein Loss: -94.6515, Content Loss: 0.0002, PSNR: 37.59
===> Epoch [182 / 300]: Batch [735 / 1058]: Gradient Penalty: 0.0401, D Fake Loss: 94.7603, D Real Loss: 95.3919, Wasserstein Loss: -94.7277, Content Loss: 0.0002, PSNR: 37.63
===> Epoch [182 / 300]: Batch [840 / 1058]: Gradient Penalty: 0.0397, D Fake Loss: 94.7429, D Real Loss: 95.3731, Wasserstein Loss: -94.7100, Content Loss: 0.0002, PSNR: 37.66
===> Epoch [182 / 300]: Batch [945 / 1058]: Gradient Penalty: 0.0393, D Fake Loss: 94.8374, D Real Loss: 95.4644, Wasserstein Loss: -94.8089, Content Loss: 0.0002, PSNR: 37.72
===> Epoch [182 / 300]: Batch [1050 / 1058]: Gradient Penalty: 0.0390, D Fake Loss: 94.7454, D Real Loss: 95.3692, Wasserstein Loss: -94.7165, Content Loss: 0.0002, PSNR: 37.73
Epoch [182 / 300]: Gradient Penalty: 0.0390, D Fake Loss: 94.7648, D Real Loss: 95.3886, Wasserstein Loss: -94.7386, Content Loss: 0.0002, PSNR: 37.73
Epoch [183 / 300]
===> Epoch [183 / 300]: Batch [105 / 1058]: Gradient Penalty: 0.0430, D Fake Loss: 94.8563, D Real Loss: 95.5226, Wasserstein Loss: -94.8261, Content Loss: 0.0002, PSNR: 37.51
===> Epoch [183 / 300]: Batch [210 / 1058]: Gradient Penalty: 0.0404, D Fake Loss: 95.3737, D Real Loss: 96.0163, Wasserstein Loss: -95.3132, Content Loss: 0.0002, PSNR: 37.71
===> Epoch [183 / 300]: Batch [315 / 1058]: Gradient Penalty: 0.0394, D Fake Loss: 95.3307, D Real Loss: 95.9648, Wasserstein Loss: -95.2816, Content Loss: 0.0002, PSNR: 37.86
===> Epoch [183 / 300]: Batch [420 / 1058]: Gradient Penalty: 0.0404, D Fake Loss: 95.4882, D Real Loss: 96.1261, Wasserstein Loss: -95.4385, Content Loss: 0.0002, PSNR: 37.82
===> Epoch [183 / 300]: Batch [525 / 1058]: Gradient Penalty: 0.0395, D Fake Loss: 95.2366, D Real Loss: 95.8692, Wasserstein Loss: -95.2034, Content Loss: 0.0002, PSNR: 37.82
===> Epoch [183 / 300]: Batch [630 / 1058]: Gradient Penalty: 0.0399, D Fake Loss: 95.0450, D Real Loss: 95.6769, Wasserstein Loss: -95.0113, Content Loss: 0.0002, PSNR: 37.82
===> Epoch [183 / 300]: Batch [735 / 1058]: Gradient Penalty: 0.0394, D Fake Loss: 94.9121, D Real Loss: 95.5409, Wasserstein Loss: -94.8791, Content Loss: 0.0002, PSNR: 37.83
===> Epoch [183 / 300]: Batch [840 / 1058]: Gradient Penalty: 0.0396, D Fake Loss: 94.9137, D Real Loss: 95.5430, Wasserstein Loss: -94.8820, Content Loss: 0.0002, PSNR: 37.82
===> Epoch [183 / 300]: Batch [945 / 1058]: Gradient Penalty: 0.0389, D Fake Loss: 94.8213, D Real Loss: 95.4443, Wasserstein Loss: -94.7923, Content Loss: 0.0002, PSNR: 37.86
===> Epoch [183 / 300]: Batch [1050 / 1058]: Gradient Penalty: 0.0389, D Fake Loss: 94.7828, D Real Loss: 95.4065, Wasserstein Loss: -94.7523, Content Loss: 0.0002, PSNR: 37.86
Epoch [183 / 300]: Gradient Penalty: 0.0389, D Fake Loss: 94.7705, D Real Loss: 95.3938, Wasserstein Loss: -94.7388, Content Loss: 0.0002, PSNR: 37.86
Epoch [184 / 300]
===> Epoch [184 / 300]: Batch [105 / 1058]: Gradient Penalty: 0.0395, D Fake Loss: 93.9819, D Real Loss: 94.6119, Wasserstein Loss: -93.9471, Content Loss: 0.0002, PSNR: 37.79
===> Epoch [184 / 300]: Batch [210 / 1058]: Gradient Penalty: 0.0383, D Fake Loss: 94.3439, D Real Loss: 94.9637, Wasserstein Loss: -94.3185, Content Loss: 0.0002, PSNR: 37.78
===> Epoch [184 / 300]: Batch [315 / 1058]: Gradient Penalty: 0.0386, D Fake Loss: 95.0904, D Real Loss: 95.7136, Wasserstein Loss: -95.0799, Content Loss: 0.0002, PSNR: 37.80
===> Epoch [184 / 300]: Batch [420 / 1058]: Gradient Penalty: 0.0393, D Fake Loss: 95.0276, D Real Loss: 95.6550, Wasserstein Loss: -94.9979, Content Loss: 0.0002, PSNR: 37.76
===> Epoch [184 / 300]: Batch [525 / 1058]: Gradient Penalty: 0.0392, D Fake Loss: 94.6842, D Real Loss: 95.3081, Wasserstein Loss: -94.6576, Content Loss: 0.0002, PSNR: 37.78
===> Epoch [184 / 300]: Batch [630 / 1058]: Gradient Penalty: 0.0386, D Fake Loss: 94.7661, D Real Loss: 95.3858, Wasserstein Loss: -94.7345, Content Loss: 0.0002, PSNR: 37.82
===> Epoch [184 / 300]: Batch [735 / 1058]: Gradient Penalty: 0.0382, D Fake Loss: 94.8840, D Real Loss: 95.5052, Wasserstein Loss: -94.8637, Content Loss: 0.0002, PSNR: 37.82
===> Epoch [184 / 300]: Batch [840 / 1058]: Gradient Penalty: 0.0379, D Fake Loss: 95.0412, D Real Loss: 95.6604, Wasserstein Loss: -95.0205, Content Loss: 0.0002, PSNR: 37.85
===> Epoch [184 / 300]: Batch [945 / 1058]: Gradient Penalty: 0.0377, D Fake Loss: 94.9816, D Real Loss: 95.5971, Wasserstein Loss: -94.9561, Content Loss: 0.0002, PSNR: 37.85
===> Epoch [184 / 300]: Batch [1050 / 1058]: Gradient Penalty: 0.0383, D Fake Loss: 95.0619, D Real Loss: 95.6801, Wasserstein Loss: -95.0381, Content Loss: 0.0002, PSNR: 37.85
Epoch [184 / 300]: Gradient Penalty: 0.0382, D Fake Loss: 95.0608, D Real Loss: 95.6786, Wasserstein Loss: -95.0377, Content Loss: 0.0002, PSNR: 37.85
Epoch [185 / 300]
===> Epoch [185 / 300]: Batch [105 / 1058]: Gradient Penalty: 0.0402, D Fake Loss: 93.9706, D Real Loss: 94.5908, Wasserstein Loss: -93.9538, Content Loss: 0.0002, PSNR: 37.88
===> Epoch [185 / 300]: Batch [210 / 1058]: Gradient Penalty: 0.0387, D Fake Loss: 94.8905, D Real Loss: 95.5128, Wasserstein Loss: -94.8769, Content Loss: 0.0002, PSNR: 37.94
===> Epoch [185 / 300]: Batch [315 / 1058]: Gradient Penalty: 0.0386, D Fake Loss: 95.1268, D Real Loss: 95.7506, Wasserstein Loss: -95.0833, Content Loss: 0.0002, PSNR: 37.93
===> Epoch [185 / 300]: Batch [420 / 1058]: Gradient Penalty: 0.0377, D Fake Loss: 94.9818, D Real Loss: 95.5988, Wasserstein Loss: -94.9513, Content Loss: 0.0002, PSNR: 37.93
===> Epoch [185 / 300]: Batch [525 / 1058]: Gradient Penalty: 0.0389, D Fake Loss: 94.5485, D Real Loss: 95.1784, Wasserstein Loss: -94.5269, Content Loss: 0.0002, PSNR: 37.83
===> Epoch [185 / 300]: Batch [630 / 1058]: Gradient Penalty: 0.0390, D Fake Loss: 94.7395, D Real Loss: 95.3684, Wasserstein Loss: -94.7124, Content Loss: 0.0002, PSNR: 37.83
===> Epoch [185 / 300]: Batch [735 / 1058]: Gradient Penalty: 0.0395, D Fake Loss: 94.8447, D Real Loss: 95.4772, Wasserstein Loss: -94.8148, Content Loss: 0.0002, PSNR: 37.82
===> Epoch [185 / 300]: Batch [840 / 1058]: Gradient Penalty: 0.0396, D Fake Loss: 94.8165, D Real Loss: 95.4466, Wasserstein Loss: -94.7848, Content Loss: 0.0002, PSNR: 37.83
===> Epoch [185 / 300]: Batch [945 / 1058]: Gradient Penalty: 0.0392, D Fake Loss: 94.7631, D Real Loss: 95.3870, Wasserstein Loss: -94.7351, Content Loss: 0.0002, PSNR: 37.82
===> Epoch [185 / 300]: Batch [1050 / 1058]: Gradient Penalty: 0.0392, D Fake Loss: 94.8059, D Real Loss: 95.4280, Wasserstein Loss: -94.7820, Content Loss: 0.0002, PSNR: 37.80
Epoch [185 / 300]: Gradient Penalty: 0.0392, D Fake Loss: 94.8445, D Real Loss: 95.4664, Wasserstein Loss: -94.8195, Content Loss: 0.0002, PSNR: 37.80
Epoch [186 / 300]
===> Epoch [186 / 300]: Batch [105 / 1058]: Gradient Penalty: 0.0377, D Fake Loss: 94.8896, D Real Loss: 95.5092, Wasserstein Loss: -94.8406, Content Loss: 0.0002, PSNR: 37.96
===> Epoch [186 / 300]: Batch [210 / 1058]: Gradient Penalty: 0.0366, D Fake Loss: 94.6427, D Real Loss: 95.2485, Wasserstein Loss: -94.5951, Content Loss: 0.0002, PSNR: 37.96
===> Epoch [186 / 300]: Batch [315 / 1058]: Gradient Penalty: 0.0370, D Fake Loss: 94.9681, D Real Loss: 95.5864, Wasserstein Loss: -94.9296, Content Loss: 0.0002, PSNR: 37.89
===> Epoch [186 / 300]: Batch [420 / 1058]: Gradient Penalty: 0.0367, D Fake Loss: 94.8625, D Real Loss: 95.4756, Wasserstein Loss: -94.8307, Content Loss: 0.0002, PSNR: 37.90
===> Epoch [186 / 300]: Batch [525 / 1058]: Gradient Penalty: 0.0366, D Fake Loss: 94.8067, D Real Loss: 95.4180, Wasserstein Loss: -94.7641, Content Loss: 0.0002, PSNR: 37.90
===> Epoch [186 / 300]: Batch [630 / 1058]: Gradient Penalty: 0.0365, D Fake Loss: 94.8673, D Real Loss: 95.4765, Wasserstein Loss: -94.8296, Content Loss: 0.0002, PSNR: 37.93
===> Epoch [186 / 300]: Batch [735 / 1058]: Gradient Penalty: 0.0360, D Fake Loss: 94.6873, D Real Loss: 95.2935, Wasserstein Loss: -94.6589, Content Loss: 0.0002, PSNR: 37.95
===> Epoch [186 / 300]: Batch [840 / 1058]: Gradient Penalty: 0.0374, D Fake Loss: 94.7733, D Real Loss: 95.3855, Wasserstein Loss: -94.7403, Content Loss: 0.0002, PSNR: 37.91
===> Epoch [186 / 300]: Batch [945 / 1058]: Gradient Penalty: 0.0381, D Fake Loss: 94.8966, D Real Loss: 95.5140, Wasserstein Loss: -94.8694, Content Loss: 0.0002, PSNR: 37.86
===> Epoch [186 / 300]: Batch [1050 / 1058]: Gradient Penalty: 0.0382, D Fake Loss: 94.8147, D Real Loss: 95.4309, Wasserstein Loss: -94.7854, Content Loss: 0.0002, PSNR: 37.85
Epoch [186 / 300]: Gradient Penalty: 0.0382, D Fake Loss: 94.8214, D Real Loss: 95.4377, Wasserstein Loss: -94.7913, Content Loss: 0.0002, PSNR: 37.86
Epoch [187 / 300]
===> Epoch [187 / 300]: Batch [105 / 1058]: Gradient Penalty: 0.0361, D Fake Loss: 94.3118, D Real Loss: 94.9189, Wasserstein Loss: -94.2873, Content Loss: 0.0002, PSNR: 38.00
===> Epoch [187 / 300]: Batch [210 / 1058]: Gradient Penalty: 0.0370, D Fake Loss: 95.2808, D Real Loss: 95.9000, Wasserstein Loss: -95.2609, Content Loss: 0.0002, PSNR: 37.95
===> Epoch [187 / 300]: Batch [315 / 1058]: Gradient Penalty: 0.0390, D Fake Loss: 95.7846, D Real Loss: 96.4220, Wasserstein Loss: -95.7599, Content Loss: 0.0002, PSNR: 37.88
===> Epoch [187 / 300]: Batch [420 / 1058]: Gradient Penalty: 0.0389, D Fake Loss: 95.2626, D Real Loss: 95.8956, Wasserstein Loss: -95.2217, Content Loss: 0.0002, PSNR: 37.88
===> Epoch [187 / 300]: Batch [525 / 1058]: Gradient Penalty: 0.0386, D Fake Loss: 95.2581, D Real Loss: 95.8862, Wasserstein Loss: -95.2334, Content Loss: 0.0002, PSNR: 37.88
===> Epoch [187 / 300]: Batch [630 / 1058]: Gradient Penalty: 0.0390, D Fake Loss: 95.0906, D Real Loss: 95.7147, Wasserstein Loss: -95.0602, Content Loss: 0.0002, PSNR: 37.87
===> Epoch [187 / 300]: Batch [735 / 1058]: Gradient Penalty: 0.0391, D Fake Loss: 95.2657, D Real Loss: 95.8891, Wasserstein Loss: -95.2347, Content Loss: 0.0002, PSNR: 37.87
===> Epoch [187 / 300]: Batch [840 / 1058]: Gradient Penalty: 0.0395, D Fake Loss: 95.1600, D Real Loss: 95.7846, Wasserstein Loss: -95.1312, Content Loss: 0.0002, PSNR: 37.87
===> Epoch [187 / 300]: Batch [945 / 1058]: Gradient Penalty: 0.0397, D Fake Loss: 94.9244, D Real Loss: 95.5491, Wasserstein Loss: -94.8997, Content Loss: 0.0002, PSNR: 37.85
===> Epoch [187 / 300]: Batch [1050 / 1058]: Gradient Penalty: 0.0394, D Fake Loss: 95.0398, D Real Loss: 95.6620, Wasserstein Loss: -95.0173, Content Loss: 0.0002, PSNR: 37.86
Epoch [187 / 300]: Gradient Penalty: 0.0392, D Fake Loss: 95.0711, D Real Loss: 95.6932, Wasserstein Loss: -95.0504, Content Loss: 0.0002, PSNR: 37.87
Epoch [188 / 300]
===> Epoch [188 / 300]: Batch [105 / 1058]: Gradient Penalty: 0.0399, D Fake Loss: 97.0079, D Real Loss: 97.6295, Wasserstein Loss: -96.9295, Content Loss: 0.0002, PSNR: 37.81
===> Epoch [188 / 300]: Batch [210 / 1058]: Gradient Penalty: 0.0383, D Fake Loss: 96.3687, D Real Loss: 96.9827, Wasserstein Loss: -96.3383, Content Loss: 0.0002, PSNR: 37.89
===> Epoch [188 / 300]: Batch [315 / 1058]: Gradient Penalty: 0.0388, D Fake Loss: 96.4538, D Real Loss: 97.0657, Wasserstein Loss: -96.4272, Content Loss: 0.0002, PSNR: 37.91
===> Epoch [188 / 300]: Batch [420 / 1058]: Gradient Penalty: 0.0387, D Fake Loss: 96.1526, D Real Loss: 96.7641, Wasserstein Loss: -96.1240, Content Loss: 0.0002, PSNR: 37.92
===> Epoch [188 / 300]: Batch [525 / 1058]: Gradient Penalty: 0.0383, D Fake Loss: 96.3391, D Real Loss: 96.9483, Wasserstein Loss: -96.3031, Content Loss: 0.0002, PSNR: 37.95
===> Epoch [188 / 300]: Batch [630 / 1058]: Gradient Penalty: 0.0385, D Fake Loss: 96.1981, D Real Loss: 96.8141, Wasserstein Loss: -96.1714, Content Loss: 0.0002, PSNR: 37.91
===> Epoch [188 / 300]: Batch [735 / 1058]: Gradient Penalty: 0.0393, D Fake Loss: 96.1539, D Real Loss: 96.7766, Wasserstein Loss: -96.1204, Content Loss: 0.0002, PSNR: 37.86
===> Epoch [188 / 300]: Batch [840 / 1058]: Gradient Penalty: 0.0390, D Fake Loss: 96.0682, D Real Loss: 96.6857, Wasserstein Loss: -96.0394, Content Loss: 0.0002, PSNR: 37.89
===> Epoch [188 / 300]: Batch [945 / 1058]: Gradient Penalty: 0.0392, D Fake Loss: 95.9347, D Real Loss: 96.5528, Wasserstein Loss: -95.9048, Content Loss: 0.0002, PSNR: 37.89
===> Epoch [188 / 300]: Batch [1050 / 1058]: Gradient Penalty: 0.0388, D Fake Loss: 95.8620, D Real Loss: 96.4788, Wasserstein Loss: -95.8326, Content Loss: 0.0002, PSNR: 37.90
Epoch [188 / 300]: Gradient Penalty: 0.0388, D Fake Loss: 95.8607, D Real Loss: 96.4772, Wasserstein Loss: -95.8307, Content Loss: 0.0002, PSNR: 37.90
Epoch [189 / 300]
===> Epoch [189 / 300]: Batch [105 / 1058]: Gradient Penalty: 0.0401, D Fake Loss: 94.9186, D Real Loss: 95.5353, Wasserstein Loss: -94.9175, Content Loss: 0.0002, PSNR: 37.58
